Date,Time,Sender Vat ID,Sender Account IBAN,RF Code,Bill Type,Company Vat ID,Receiver Account IBAN,Total Bill Amount,Paid Amount,Bill Status,Sender New Balance,Recipient New Balance,Installments Paid
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF48158005732875376348508,ONE-TIME,200000005,GR2183926510647633587134,75.00,37.50,PARTIALLY_PAID,0.00,4087.50,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF48158005732875376348508,ONE-TIME,200000005,GR2183926510647633587134,75.00,75.00,PAID,0.00,4125.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF16396208991904175015572,ONE-TIME,200000005,GR2183926510647633587134,100.00,50.00,PARTIALLY_PAID,0.00,4175.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF16396208991904175015572,ONE-TIME,200000005,GR2183926510647633587134,100.00,100.00,PAID,0.00,4225.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF54617546777418873470477,ONE-TIME,200000005,GR2183926510647633587134,125.00,62.50,PARTIALLY_PAID,0.00,4287.50,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF54617546777418873470477,ONE-TIME,200000005,GR2183926510647633587134,125.00,125.00,PAID,0.00,4350.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF25803658921271967942372,ONE-TIME,200000005,GR2183926510647633587134,150.00,75.00,PARTIALLY_PAID,0.00,4425.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF25803658921271967942372,ONE-TIME,200000005,GR2183926510647633587134,150.00,150.00,PAID,0.00,4500.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF90157850834256515801868,ONE-TIME,200000005,GR2183926510647633587134,50.00,25.00,PARTIALLY_PAID,0.00,4525.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF90157850834256515801868,ONE-TIME,200000005,GR2183926510647633587134,50.00,50.00,PAID,0.00,4550.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF85799703799837622440706,ONE-TIME,200000005,GR2183926510647633587134,75.00,37.50,PARTIALLY_PAID,0.00,4587.50,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF85799703799837622440706,ONE-TIME,200000005,GR2183926510647633587134,75.00,75.00,PAID,0.00,4625.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF48428873807155300540030,ONE-TIME,200000005,GR2183926510647633587134,100.00,50.00,PARTIALLY_PAID,0.00,4675.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF48428873807155300540030,ONE-TIME,200000005,GR2183926510647633587134,100.00,100.00,PAID,0.00,4725.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF19915906222572119610646,ONE-TIME,200000005,GR2183926510647633587134,125.00,62.50,PARTIALLY_PAID,0.00,4787.50,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF19915906222572119610646,ONE-TIME,200000005,GR2183926510647633587134,125.00,125.00,PAID,0.00,4850.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF71585302766101442593003,ONE-TIME,200000005,GR2183926510647633587134,150.00,75.00,PARTIALLY_PAID,0.00,4925.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF71585302766101442593003,ONE-TIME,200000005,GR2183926510647633587134,150.00,150.00,PAID,0.00,5000.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF96688056850912129735063,ONE-TIME,200000005,GR2183926510647633587134,50.00,25.00,PARTIALLY_PAID,0.00,5025.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF96688056850912129735063,ONE-TIME,200000005,GR2183926510647633587134,50.00,50.00,PAID,0.00,5050.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF06362236007171340460732,ONE-TIME,200000005,GR2183926510647633587134,75.00,37.50,PARTIALLY_PAID,0.00,5087.50,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF06362236007171340460732,ONE-TIME,200000005,GR2183926510647633587134,75.00,75.00,PAID,0.00,5125.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF56180725553515937539172,ONE-TIME,200000005,GR2183926510647633587134,100.00,50.00,PARTIALLY_PAID,0.00,5175.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF56180725553515937539172,ONE-TIME,200000005,GR2183926510647633587134,100.00,100.00,PAID,0.00,5225.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF44384744872261576157799,ONE-TIME,200000005,GR2183926510647633587134,125.00,62.50,PARTIALLY_PAID,0.00,5287.50,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF44384744872261576157799,ONE-TIME,200000005,GR2183926510647633587134,125.00,125.00,PAID,0.00,5350.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF65848178509843402139417,ONE-TIME,200000005,GR2183926510647633587134,150.00,75.00,PARTIALLY_PAID,0.00,5425.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF65848178509843402139417,ONE-TIME,200000005,GR2183926510647633587134,150.00,150.00,PAID,0.00,5500.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF73202919129762678147072,ONE-TIME,200000006,GR5848606121460245542200,50.00,25.00,PARTIALLY_PAID,0.00,2025.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF73202919129762678147072,ONE-TIME,200000006,GR5848606121460245542200,50.00,50.00,PAID,0.00,2050.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF10486648892682726783607,ONE-TIME,200000006,GR5848606121460245542200,75.00,37.50,PARTIALLY_PAID,0.00,2087.50,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF10486648892682726783607,ONE-TIME,200000006,GR5848606121460245542200,75.00,75.00,PAID,0.00,2125.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF50035719094983954976716,ONE-TIME,200000006,GR5848606121460245542200,100.00,50.00,PARTIALLY_PAID,0.00,2175.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF50035719094983954976716,ONE-TIME,200000006,GR5848606121460245542200,100.00,100.00,PAID,0.00,2225.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF31782059025273061301821,ONE-TIME,200000006,GR5848606121460245542200,125.00,62.50,PARTIALLY_PAID,0.00,2287.50,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF31782059025273061301821,ONE-TIME,200000006,GR5848606121460245542200,125.00,125.00,PAID,0.00,2350.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF88389402855502285266070,ONE-TIME,200000006,GR5848606121460245542200,150.00,75.00,PARTIALLY_PAID,0.00,2425.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF88389402855502285266070,ONE-TIME,200000006,GR5848606121460245542200,150.00,150.00,PAID,0.00,2500.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF25403412902239332126107,ONE-TIME,200000006,GR5848606121460245542200,50.00,25.00,PARTIALLY_PAID,0.00,2525.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF25403412902239332126107,ONE-TIME,200000006,GR5848606121460245542200,50.00,50.00,PAID,0.00,2550.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF13737619346260266180655,ONE-TIME,200000006,GR5848606121460245542200,75.00,37.50,PARTIALLY_PAID,0.00,2587.50,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF13737619346260266180655,ONE-TIME,200000006,GR5848606121460245542200,75.00,75.00,PAID,0.00,2625.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF23592613720505449550552,ONE-TIME,200000006,GR5848606121460245542200,100.00,50.00,PARTIALLY_PAID,0.00,2675.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF23592613720505449550552,ONE-TIME,200000006,GR5848606121460245542200,100.00,100.00,PAID,0.00,2725.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF57043020756484613129055,ONE-TIME,200000006,GR5848606121460245542200,125.00,62.50,PARTIALLY_PAID,0.00,2787.50,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF57043020756484613129055,ONE-TIME,200000006,GR5848606121460245542200,125.00,125.00,PAID,0.00,2850.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF34819876537196360538241,ONE-TIME,200000006,GR5848606121460245542200,150.00,75.00,PARTIALLY_PAID,0.00,2925.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF34819876537196360538241,ONE-TIME,200000006,GR5848606121460245542200,150.00,150.00,PAID,0.00,3000.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF08808325151569776081465,ONE-TIME,200000006,GR5848606121460245542200,50.00,25.00,PARTIALLY_PAID,0.00,3025.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF08808325151569776081465,ONE-TIME,200000006,GR5848606121460245542200,50.00,50.00,PAID,0.00,3050.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF53800224275390275236289,ONE-TIME,200000006,GR5848606121460245542200,75.00,37.50,PARTIALLY_PAID,0.00,3087.50,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF53800224275390275236289,ONE-TIME,200000006,GR5848606121460245542200,75.00,75.00,PAID,0.00,3125.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF17437182339451152436603,ONE-TIME,200000006,GR5848606121460245542200,100.00,50.00,PARTIALLY_PAID,0.00,3175.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF17437182339451152436603,ONE-TIME,200000006,GR5848606121460245542200,100.00,100.00,PAID,0.00,3225.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF82173328491097347010568,ONE-TIME,200000006,GR5848606121460245542200,125.00,62.50,PARTIALLY_PAID,0.00,3287.50,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF82173328491097347010568,ONE-TIME,200000006,GR5848606121460245542200,125.00,125.00,PAID,0.00,3350.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF05229141617340919893978,ONE-TIME,200000006,GR5848606121460245542200,150.00,75.00,PARTIALLY_PAID,0.00,3425.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF05229141617340919893978,ONE-TIME,200000006,GR5848606121460245542200,150.00,150.00,PAID,0.00,3500.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF61731018327018249779995,ONE-TIME,200000006,GR5848606121460245542200,50.00,25.00,PARTIALLY_PAID,0.00,3525.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF61731018327018249779995,ONE-TIME,200000006,GR5848606121460245542200,50.00,50.00,PAID,0.00,3550.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF30681360673502298045737,ONE-TIME,200000006,GR5848606121460245542200,75.00,37.50,PARTIALLY_PAID,0.00,3587.50,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF30681360673502298045737,ONE-TIME,200000006,GR5848606121460245542200,75.00,75.00,PAID,0.00,3625.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF68732237975611836656797,ONE-TIME,200000006,GR5848606121460245542200,100.00,50.00,PARTIALLY_PAID,0.00,3675.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF68732237975611836656797,ONE-TIME,200000006,GR5848606121460245542200,100.00,100.00,PAID,0.00,3725.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF55975096219237261714386,ONE-TIME,200000006,GR5848606121460245542200,125.00,62.50,PARTIALLY_PAID,0.00,3787.50,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF55975096219237261714386,ONE-TIME,200000006,GR5848606121460245542200,125.00,125.00,PAID,0.00,3850.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF26595622960338464856894,ONE-TIME,200000006,GR5848606121460245542200,150.00,75.00,PARTIALLY_PAID,0.00,3925.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF26595622960338464856894,ONE-TIME,200000006,GR5848606121460245542200,150.00,150.00,PAID,0.00,4000.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF32908290861725696362439,ONE-TIME,200000006,GR5848606121460245542200,50.00,25.00,PARTIALLY_PAID,0.00,4025.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF32908290861725696362439,ONE-TIME,200000006,GR5848606121460245542200,50.00,50.00,PAID,0.00,4050.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF43138152620270333614370,ONE-TIME,200000006,GR5848606121460245542200,75.00,37.50,PARTIALLY_PAID,0.00,4087.50,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF43138152620270333614370,ONE-TIME,200000006,GR5848606121460245542200,75.00,75.00,PAID,0.00,4125.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF05341122693030473245599,ONE-TIME,200000006,GR5848606121460245542200,100.00,50.00,PARTIALLY_PAID,0.00,4175.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF05341122693030473245599,ONE-TIME,200000006,GR5848606121460245542200,100.00,100.00,PAID,0.00,4225.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF84780678386992595457127,ONE-TIME,200000006,GR5848606121460245542200,125.00,62.50,PARTIALLY_PAID,0.00,4287.50,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF84780678386992595457127,ONE-TIME,200000006,GR5848606121460245542200,125.00,125.00,PAID,0.00,4350.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF39654747363209898250994,ONE-TIME,200000006,GR5848606121460245542200,150.00,75.00,PARTIALLY_PAID,0.00,4425.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF39654747363209898250994,ONE-TIME,200000006,GR5848606121460245542200,150.00,150.00,PAID,0.00,4500.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF22114370175720997057358,ONE-TIME,200000006,GR5848606121460245542200,50.00,25.00,PARTIALLY_PAID,0.00,4525.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF22114370175720997057358,ONE-TIME,200000006,GR5848606121460245542200,50.00,50.00,PAID,0.00,4550.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF08782170532605325061802,ONE-TIME,200000006,GR5848606121460245542200,75.00,37.50,PARTIALLY_PAID,0.00,4587.50,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF08782170532605325061802,ONE-TIME,200000006,GR5848606121460245542200,75.00,75.00,PAID,0.00,4625.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF50252704209896316464135,ONE-TIME,200000006,GR5848606121460245542200,100.00,50.00,PARTIALLY_PAID,0.00,4675.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF50252704209896316464135,ONE-TIME,200000006,GR5848606121460245542200,100.00,100.00,PAID,0.00,4725.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF85113535084925164013184,ONE-TIME,200000006,GR5848606121460245542200,125.00,62.50,PARTIALLY_PAID,0.00,4787.50,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF85113535084925164013184,ONE-TIME,200000006,GR5848606121460245542200,125.00,125.00,PAID,0.00,4850.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF76783808616892373321299,ONE-TIME,200000006,GR5848606121460245542200,150.00,75.00,PARTIALLY_PAID,0.00,4925.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF76783808616892373321299,ONE-TIME,200000006,GR5848606121460245542200,150.00,150.00,PAID,0.00,5000.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF95801813234315246722117,ONE-TIME,200000006,GR5848606121460245542200,50.00,25.00,PARTIALLY_PAID,0.00,5025.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF95801813234315246722117,ONE-TIME,200000006,GR5848606121460245542200,50.00,50.00,PAID,0.00,5050.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF28025455009802962173048,ONE-TIME,200000006,GR5848606121460245542200,75.00,37.50,PARTIALLY_PAID,0.00,5087.50,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF28025455009802962173048,ONE-TIME,200000006,GR5848606121460245542200,75.00,75.00,PAID,0.00,5125.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF86426889657320373625344,ONE-TIME,200000006,GR5848606121460245542200,100.00,50.00,PARTIALLY_PAID,0.00,5175.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF86426889657320373625344,ONE-TIME,200000006,GR5848606121460245542200,100.00,100.00,PAID,0.00,5225.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF72771148021150080218409,ONE-TIME,200000006,GR5848606121460245542200,125.00,62.50,PARTIALLY_PAID,0.00,5287.50,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF72771148021150080218409,ONE-TIME,200000006,GR5848606121460245542200,125.00,125.00,PAID,0.00,5350.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF88164436838204242173809,ONE-TIME,200000006,GR5848606121460245542200,150.00,75.00,PARTIALLY_PAID,0.00,5425.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF88164436838204242173809,ONE-TIME,200000006,GR5848606121460245542200,150.00,150.00,PAID,0.00,5500.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF73805648714120491248921,ONE-TIME,200000007,GR3784916036604753622030,50.00,25.00,PARTIALLY_PAID,0.00,2025.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF73805648714120491248921,ONE-TIME,200000007,GR3784916036604753622030,50.00,50.00,PAID,0.00,2050.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF20389598719205508312710,ONE-TIME,200000007,GR3784916036604753622030,75.00,37.50,PARTIALLY_PAID,0.00,2087.50,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF20389598719205508312710,ONE-TIME,200000007,GR3784916036604753622030,75.00,75.00,PAID,0.00,2125.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF63289963244960334203399,ONE-TIME,200000007,GR3784916036604753622030,100.00,50.00,PARTIALLY_PAID,0.00,2175.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF63289963244960334203399,ONE-TIME,200000007,GR3784916036604753622030,100.00,100.00,PAID,0.00,2225.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF94804119200010395385367,ONE-TIME,200000007,GR3784916036604753622030,125.00,62.50,PARTIALLY_PAID,0.00,2287.50,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF94804119200010395385367,ONE-TIME,200000007,GR3784916036604753622030,125.00,125.00,PAID,0.00,2350.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF94357043198784946773537,ONE-TIME,200000007,GR3784916036604753622030,150.00,75.00,PARTIALLY_PAID,0.00,2425.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF94357043198784946773537,ONE-TIME,200000007,GR3784916036604753622030,150.00,150.00,PAID,0.00,2500.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF47379245949585626267055,ONE-TIME,200000007,GR3784916036604753622030,50.00,25.00,PARTIALLY_PAID,0.00,2525.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF47379245949585626267055,ONE-TIME,200000007,GR3784916036604753622030,50.00,50.00,PAID,0.00,2550.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF90419853434233190359929,ONE-TIME,200000007,GR3784916036604753622030,75.00,37.50,PARTIALLY_PAID,0.00,2587.50,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF90419853434233190359929,ONE-TIME,200000007,GR3784916036604753622030,75.00,75.00,PAID,0.00,2625.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF86404111242725712292606,ONE-TIME,200000007,GR3784916036604753622030,100.00,50.00,PARTIALLY_PAID,0.00,2675.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF86404111242725712292606,ONE-TIME,200000007,GR3784916036604753622030,100.00,100.00,PAID,0.00,2725.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF82427817652219916798301,ONE-TIME,200000007,GR3784916036604753622030,125.00,62.50,PARTIALLY_PAID,0.00,2787.50,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF82427817652219916798301,ONE-TIME,200000007,GR3784916036604753622030,125.00,125.00,PAID,0.00,2850.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF13501098539047646205646,ONE-TIME,200000007,GR3784916036604753622030,150.00,75.00,PARTIALLY_PAID,0.00,2925.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF13501098539047646205646,ONE-TIME,200000007,GR3784916036604753622030,150.00,150.00,PAID,0.00,3000.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF20177014572826655891861,ONE-TIME,200000007,GR3784916036604753622030,50.00,25.00,PARTIALLY_PAID,0.00,3025.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF20177014572826655891861,ONE-TIME,200000007,GR3784916036604753622030,50.00,50.00,PAID,0.00,3050.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF67916466021958916847497,ONE-TIME,200000007,GR3784916036604753622030,75.00,37.50,PARTIALLY_PAID,0.00,3087.50,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF67916466021958916847497,ONE-TIME,200000007,GR3784916036604753622030,75.00,75.00,PAID,0.00,3125.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF82228485922788984933816,ONE-TIME,200000007,GR3784916036604753622030,100.00,50.00,PARTIALLY_PAID,0.00,3175.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF82228485922788984933816,ONE-TIME,200000007,GR3784916036604753622030,100.00,100.00,PAID,0.00,3225.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF18268447523009374987682,ONE-TIME,200000007,GR3784916036604753622030,125.00,62.50,PARTIALLY_PAID,0.00,3287.50,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF18268447523009374987682,ONE-TIME,200000007,GR3784916036604753622030,125.00,125.00,PAID,0.00,3350.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF94112024844636250115123,ONE-TIME,200000007,GR3784916036604753622030,150.00,75.00,PARTIALLY_PAID,0.00,3425.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF94112024844636250115123,ONE-TIME,200000007,GR3784916036604753622030,150.00,150.00,PAID,0.00,3500.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF24534582573165336778678,ONE-TIME,200000007,GR3784916036604753622030,50.00,25.00,PARTIALLY_PAID,0.00,3525.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF24534582573165336778678,ONE-TIME,200000007,GR3784916036604753622030,50.00,50.00,PAID,0.00,3550.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF89830853456408669491371,ONE-TIME,200000007,GR3784916036604753622030,75.00,37.50,PARTIALLY_PAID,0.00,3587.50,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF89830853456408669491371,ONE-TIME,200000007,GR3784916036604753622030,75.00,75.00,PAID,0.00,3625.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF34436426176901355173088,ONE-TIME,200000007,GR3784916036604753622030,100.00,50.00,PARTIALLY_PAID,0.00,3675.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF34436426176901355173088,ONE-TIME,200000007,GR3784916036604753622030,100.00,100.00,PAID,0.00,3725.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF04619429012643812325090,ONE-TIME,200000007,GR3784916036604753622030,125.00,62.50,PARTIALLY_PAID,0.00,3787.50,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF04619429012643812325090,ONE-TIME,200000007,GR3784916036604753622030,125.00,125.00,PAID,0.00,3850.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF51606306857864402514566,ONE-TIME,200000007,GR3784916036604753622030,150.00,75.00,PARTIALLY_PAID,0.00,3925.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF51606306857864402514566,ONE-TIME,200000007,GR3784916036604753622030,150.00,150.00,PAID,0.00,4000.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF36959041963691269113263,ONE-TIME,200000007,GR3784916036604753622030,50.00,25.00,PARTIALLY_PAID,0.00,4025.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF36959041963691269113263,ONE-TIME,200000007,GR3784916036604753622030,50.00,50.00,PAID,0.00,4050.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF83943256310255065334561,ONE-TIME,200000007,GR3784916036604753622030,75.00,37.50,PARTIALLY_PAID,0.00,4087.50,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF83943256310255065334561,ONE-TIME,200000007,GR3784916036604753622030,75.00,75.00,PAID,0.00,4125.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF26519049951892294039604,ONE-TIME,200000007,GR3784916036604753622030,100.00,50.00,PARTIALLY_PAID,0.00,4175.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF26519049951892294039604,ONE-TIME,200000007,GR3784916036604753622030,100.00,100.00,PAID,0.00,4225.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF76197178758155116012122,ONE-TIME,200000007,GR3784916036604753622030,125.00,62.50,PARTIALLY_PAID,0.00,4287.50,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF76197178758155116012122,ONE-TIME,200000007,GR3784916036604753622030,125.00,125.00,PAID,0.00,4350.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF27871027236833203981340,ONE-TIME,200000007,GR3784916036604753622030,150.00,75.00,PARTIALLY_PAID,0.00,4425.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF27871027236833203981340,ONE-TIME,200000007,GR3784916036604753622030,150.00,150.00,PAID,0.00,4500.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF32449091814539318024792,ONE-TIME,200000007,GR3784916036604753622030,50.00,25.00,PARTIALLY_PAID,0.00,4525.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF32449091814539318024792,ONE-TIME,200000007,GR3784916036604753622030,50.00,50.00,PAID,0.00,4550.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF79123740708677745728694,ONE-TIME,200000007,GR3784916036604753622030,75.00,37.50,PARTIALLY_PAID,0.00,4587.50,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF79123740708677745728694,ONE-TIME,200000007,GR3784916036604753622030,75.00,75.00,PAID,0.00,4625.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF76288164478053377653625,ONE-TIME,200000007,GR3784916036604753622030,100.00,50.00,PARTIALLY_PAID,0.00,4675.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF76288164478053377653625,ONE-TIME,200000007,GR3784916036604753622030,100.00,100.00,PAID,0.00,4725.00,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF60595323742876909652547,ONE-TIME,200000007,GR3784916036604753622030,125.00,62.50,PARTIALLY_PAID,0.00,4787.50,1
04-01-2026,04:32:06,100000002,GR4841483328488992747345,RF60595323742876909652547,ONE-TIME,200000007,GR3784916036604753622030,125.00,125.00,PAID,0.00,4850.00,1
